Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Population,Churn_Binary,City_Target_Encoded,PaymentMethod_Freq_Encoded,Monthly_To_Tenure_Ratio,Revenue_Per_Capita_Index,Tenure_Years,Tenure_Cohort,Tenure in Months_Scaled,Monthly Charge_Scaled,City_Target_Encoded_Scaled,Monthly_To_Tenure_Ratio_Scaled
4098-NAUKP,Male,70,Yes,1,Oceano,93445,35.059695,-120.604741,1,68,Offer A,Yes,20.31,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.65,5683.6,0.0,0,1381.08,7064.68,Stayed,,,7435.0,0,0.3333333333333333,0.5556839520439116,1.2268115942028985,0.9500645508337816,5.666666666666667,4+ Yrs,1.449508915969211,0.6596006170994265,0.34423355650793247,-0.5228118386150663
4102-HLENU,Female,51,Yes,0,Auburn,95603,38.912881,-121.082766,5,67,,Yes,22.83,Yes,Yes,Cable,22.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,65.65,4322.85,0.0,0,1529.61,5852.46,Stayed,,,24944.0,0,0.25,0.38971544128268093,0.9654411764705884,0.23461455201443174,5.583333333333333,4+ Yrs,1.4087555321209724,0.02848757807974572,-0.07950913760736215,-0.5533359425249275
4102-OQUPX,Male,67,Yes,0,Sheep Ranch,95250,38.244806,-120.417301,1,1,,Yes,17.36,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,0.0,30,17.36,121.76,Churned,Competitor,Competitor made better offer,88.0,1,0.5,0.5556839520439116,37.2,1.3680898876404495,0.08333333333333333,0-1 Yr,-1.2809678018627664,0.3191317407861777,1.1917189447385221,3.6783114193052913
4104-PVRPS,Male,56,Yes,0,Rialto,92376,34.109775,-117.378904,7,24,Offer C,Yes,1.02,No,Yes,Cable,3.0,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,1315.35,0.0,120,24.48,1459.83,Stayed,,,75882.0,0,0.25,0.054600606673407485,2.144,0.01923790572328453,2.0,1-2 Yrs,-0.3436399733532817,-0.3717709545616836,-0.07950913760736215,-0.4156981321506109
4106-HADHQ,Male,42,Yes,0,Emigrant Gap,95715,39.23754,-120.720196,1,39,,Yes,35.7,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.0,3182.95,0.0,0,1392.3,4575.25,Churned,Other,Moved,185.0,1,0.25,0.38971544128268093,2.0,24.598118279569892,3.25,2-4 Yrs,0.26766078437029533,0.5051440049182939,-0.07950913760736215,-0.43251514993386203
4109-CYRBD,Male,77,Yes,0,Menifee,92584,33.653338,-117.178271,1,29,Offer C,Yes,37.65,Yes,Yes,DSL,9.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,51.6,1442.0,0.0,0,1091.85,2533.85,Stayed,,,14068.0,0,0.0,0.5556839520439116,1.72,0.18010164190774042,2.4166666666666665,2-4 Yrs,-0.13987305411208936,-0.4382039060374394,-1.3507372199532464,-0.46521490673462806
4110-PFEUZ,Female,54,No,0,Daggett,92327,34.875144,-116.821698,0,1,Offer E,Yes,29.78,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.55,69.55,0.0,0,29.78,99.33,Churned,Competitor,Competitor had better devices,678.0,1,0.25,0.38971544128268093,34.775,0.14628865979381442,0.08333333333333333,0-1 Yr,-1.2809678018627664,0.15803183345746938,-0.07950913760736215,3.395108168441514
4111-BNXIF,Female,19,Yes,0,Rancho Cucamonga,91739,34.133809,-117.523724,1,67,,No,0.0,,Yes,DSL,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,59.55,4103.9,0.0,0,0.0,4103.9,Stayed,,,12937.0,0,0.2,0.5556839520439116,0.8757352941176471,0.3171974029989179,5.583333333333333,4+ Yrs,1.4087555321209724,-0.17413292392130997,-0.33375475407653893,-0.563812230155425
4112-LUEIZ,Male,55,No,0,La Palma,90623,33.850504,-118.039892,0,10,Offer D,Yes,12.78,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,863.1,0.0,0,127.8,990.9,Churned,Attitude,Attitude of support person,15505.0,1,0.6,0.5556839520439116,8.136363636363637,0.06390429511156971,0.8333333333333334,0-1 Yr,-0.9141873472286203,0.8207005244281343,1.7002101776768757,0.2841191306024057
4114-QMKVN,Female,25,Yes,1,Surfside,90743,33.728273,-118.085304,7,56,,Yes,7.31,Yes,Yes,DSL,76.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.75,3815.4,0.0,110,409.36,4334.76,Stayed,,,174.0,0,0.0,0.5556839520439116,1.206140350877193,24.770057142857144,4.666666666666667,4+ Yrs,0.9604683097903493,0.13145865286716713,-1.3507372199532464,-0.5252259265776377
4115-BNPJY,Male,60,Yes,0,National City,91950,32.67102,-117.095235,7,29,,Yes,32.46,No,Yes,DSL,7.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,75.55,2054.4,0.0,0,941.34,2995.74,Stayed,,,62355.0,0,0.0,0.38971544128268093,2.518333333333333,0.04804252998909487,2.4166666666666665,2-4 Yrs,-0.13987305411208936,0.357330687884737,-1.3507372199532464,-0.3719816715705393
4115-NZRKS,Female,72,No,0,San Diego,92102,32.716007,-117.117462,0,7,,Yes,16.36,No,Yes,Fiber Optic,28.0,No,No,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.15,574.35,0.0,0,114.52,688.87,Stayed,,,47140.0,0,0.6474820143884892,0.5556839520439116,11.14375,0.014612969601832799,0.5833333333333334,0-1 Yr,-1.0364474987733356,0.8090747579198772,1.9416520580648708,0.6353362830911524
4115-UMJFQ,Male,37,No,0,West Hills,91307,34.199787,-118.68493,0,69,,No,0.0,,Yes,DSL,19.0,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0.0,150,0.0,2642.25,Stayed,,,23637.0,0,0.0,0.5556839520439116,0.5107142857142857,0.11177976140113377,5.75,4+ Yrs,1.4902622998174493,-0.9646850464828047,-1.3507372199532464,-0.6064411523052832
4116-IQRFR,Male,55,Yes,2,Cressey,95312,37.420273,-120.66527,1,4,Offer E,Yes,16.68,Yes,No,,0.0,,,,,,,,,One Year,No,Credit Card,24.1,73.1,0.0,0,66.72,139.82,Stayed,,,55.0,0,0.0,0.38971544128268093,4.82,2.496785714285714,0.3333333333333333,0-1 Yr,-1.1587076503180511,-1.3516569888290826,-1.3507372199532464,-0.10318188501186167
4116-TZAQJ,Female,23,No,0,Culver City,90230,33.993991,-118.39704,0,9,,Yes,13.86,No,Yes,Fiber Optic,76.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,0.0,0,124.74,764.39,Churned,Attitude,Attitude of support person,31963.0,1,0.3,0.38971544128268093,7.425,0.023914090852208733,0.75,0-1 Yr,-0.9549407310768587,0.31414926942549576,0.17473647886181462,0.20104263808097902
4118-CEVPF,Female,74,No,0,Redwood City,94062,37.410567,-122.297152,0,35,,Yes,32.92,Yes,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,110.8,3836.3,0.0,110,1152.2,5098.5,Stayed,,,25569.0,0,0.1875,0.5556839520439116,3.0777777777777775,0.19939382088384827,2.9166666666666665,2-4 Yrs,0.10464724897734144,1.5282114576449342,-0.3973161581938332,-0.3066470384388501
4119-ZYPZY,Male,67,No,0,Glendale,91204,34.136306,-118.26036,0,71,,Yes,34.8,Yes,Yes,Fiber Optic,21.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,7623.2,0.0,0,2470.8,10094.0,Stayed,,,17015.0,0,0.32432432432432434,0.5556839520439116,1.4833333333333334,0.5932063939821345,5.916666666666667,4+ Yrs,1.5717690675139262,1.3953455546934226,0.2984235355224954,-0.4928539868876564
4121-AGSIN,Female,44,Yes,0,Ben Lomond,95005,37.078873,-122.090386,9,58,,Yes,36.45,Yes,No,,0.0,,,,,,,,,One Year,Yes,Credit Card,24.5,1497.9,9.22,0,2114.1,3602.78,Stayed,,,6407.0,0,0.25,0.38971544128268093,0.4152542372881356,0.5622315855181024,4.833333333333333,4+ Yrs,1.0419750774868262,-1.3383703985339315,-0.07950913760736215,-0.6175894393328705
4123-DVHPH,Male,49,Yes,0,Orinda,94563,37.873916,-122.20522,3,9,,Yes,22.41,Yes,Yes,Fiber Optic,21.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.05,801.3,0.0,0,201.69,1002.99,Stayed,,,17964.0,0,0.3333333333333333,0.5556839520439116,8.805,0.05583022543835235,0.75,0-1 Yr,-0.9549407310768587,0.7725366346082112,0.34423355650793247,0.3622057251704685
4123-FCVCB,Female,23,No,0,Pinon Hills,92372,34.459322,-117.629729,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,0.0,0,591.0,1445.45,Stayed,,,4280.0,0,0.0,0.38971544128268093,5.834615384615384,0.3376430740481196,1.0,0-1 Yr,-0.8326805795321434,0.36729563060610027,-1.3507372199532464,0.015309816142562287
4124-MMETB,Male,52,No,0,Lockwood,93932,35.989792,-121.055933,0,22,,Yes,46.28,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,94.65,2104.55,0.0,40,1018.16,3162.71,Churned,Competitor,Competitor offered higher download speeds,538.0,1,0.5,0.38971544128268093,4.115217391304348,5.86773654916512,1.8333333333333333,1-2 Yrs,-0.42514674104975864,0.9917653744782059,1.1917189447385221,-0.18548981323242322
4129-LYCOI,Female,28,No,1,Guinda,95637,38.830739,-122.196202,0,67,,Yes,12.54,Yes,Yes,Fiber Optic,59.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.0,7039.05,0.0,0,840.18,7879.23,Stayed,,,228.0,0,0.5,0.5556839520439116,1.5294117647058822,34.40711790393013,5.583333333333333,4+ Yrs,1.4087555321209724,1.3023394226273644,1.1917189447385221,-0.4874727243889309
4130-MZLCC,Female,24,No,0,Temple City,91780,34.101608,-118.055848,0,5,,Yes,43.02,No,Yes,DSL,42.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,244.75,0.0,0,215.1,459.85,Stayed,,,32718.0,0,0.0,0.5556839520439116,8.424999999999999,0.014054524893792598,0.4166666666666667,0-1 Yr,-1.1179542664698126,-0.4730812055622114,-1.3507372199532464,0.3178274837980003
4132-KALRO,Female,31,No,0,Davis Creek,96108,41.750354,-120.403885,0,4,Offer E,Yes,7.94,Yes,Yes,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,100.85,399.25,0.0,10,31.76,441.01,Stayed,,,104.0,0,0.0,0.38971544128268093,20.169999999999998,4.200095238095238,0.3333333333333333,0-1 Yr,-1.1587076503180511,1.1977075240530486,-1.3507372199532464,1.6894654967444165
4132-POCZS,Male,47,Yes,0,West Point,95255,38.41935,-120.469545,1,52,,No,0.0,,Yes,DSL,26.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2020.9,0.0,0,0.0,2020.9,Stayed,,,2198.0,0,0.25,0.5556839520439116,0.7528301886792452,0.9190086402910415,4.333333333333333,4+ Yrs,0.7974547743973954,-0.8268366721706114,-0.07950913760736215,-0.5781656839318831
4134-BSXLX,Male,32,Yes,0,Riverside,92507,33.976328,-117.319786,7,28,Offer C,Yes,28.86,No,Yes,Cable,24.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.9,1785.65,0.0,0,808.08,2593.73,Stayed,,,48649.0,0,0.25,0.054600606673407485,2.1,0.05331408016443988,2.3333333333333335,2-4 Yrs,-0.18062643796032782,-0.1292906816751747,-0.07950913760736215,-0.42083666536215986
4135-FRWKJ,Female,66,Yes,1,Santa Monica,90404,34.026334,-118.474222,1,55,,Yes,34.57,Yes,Yes,Cable,19.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,76.25,4154.55,0.0,0,1901.35,6055.9,Stayed,,,19975.0,0,0.2,0.5556839520439116,1.3616071428571428,0.30315879054865835,4.583333333333333,4+ Yrs,0.9197149259421108,0.38058222090125166,-0.33375475407653893,-0.5070697612621391
4137-BTIKL,Male,55,No,0,Daggett,92327,34.875144,-116.821698,0,2,Offer E,Yes,27.17,Yes,Yes,Fiber Optic,23.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,90.75,174.75,0.0,0,54.34,229.09,Joined,,,678.0,0,0.25,0.38971544128268093,30.25,0.3373932253313697,0.16666666666666666,0-1 Yr,-1.240214418014528,0.8622211191004817,-0.07950913760736215,2.8666567415719926
4137-JOPHL,Female,63,No,0,Inglewood,90302,33.975332,-118.355252,0,50,Offer B,Yes,29.8,No,Yes,Fiber Optic,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7,4304.5,0.0,0,1490.0,5794.5,Stayed,,,30779.0,0,0.20833333333333334,0.5556839520439116,1.7588235294117647,0.18825536062378168,4.166666666666667,4+ Yrs,0.7159480067009184,0.82734381957571,-0.2913804846650095,-0.46068090684208485
4138-NAXED,Male,54,No,0,Joshua Tree,92252,34.167236,-116.281511,0,51,,Yes,42.93,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,81.0,4085.75,0.0,10,2189.43,6285.18,Stayed,,,8141.0,0,0.0,0.5556839520439116,1.5576923076923077,0.7719454679439941,4.25,4+ Yrs,0.756701390549157,0.5383604806561718,-1.3507372199532464,-0.48416998553946766
4139-DETXS,Female,53,Yes,0,Needles,92363,34.711224,-114.702256,0,72,Offer A,No,0.0,,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,64.45,4528.0,0.0,0,0.0,4528.0,Stayed,,,5488.0,0,0.0,0.5556839520439116,0.8828767123287672,0.8249225724175624,6.0,4+ Yrs,1.6125224513621648,-0.0113721928057079,-1.3507372199532464,-0.5629782207314387
4139-JPIAM,Male,31,No,0,Geyserville,95441,38.731771,-123.064272,0,51,,No,0.0,,Yes,DSL,2.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.45,2181.55,0.0,0,0.0,2181.55,Stayed,,,2349.0,0,0.0,0.38971544128268093,0.8548076923076924,0.9283191489361703,4.25,4+ Yrs,0.756701390549157,-0.6757017075632666,-1.3507372199532464,-0.5662562569040279
4139-SUGLD,Male,41,Yes,3,Santa Clara,95054,37.393554,-121.965114,1,31,,No,0.0,,Yes,DSL,23.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.4,1077.5,0.0,0,0.0,1077.5,Churned,Attitude,Attitude of service provider,13031.0,1,0.25,0.5556839520439116,1.10625,0.08268109269490485,2.5833333333333335,2-4 Yrs,-0.05836628641561243,-0.976310812991062,-0.07950913760736215,-0.5368916057934499
4140-MUHUG,Female,73,No,0,Oak View,93022,34.404544,-119.302118,0,3,,Yes,18.38,No,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.85,220.95,0.0,0,55.14,276.09,Churned,Attitude,Attitude of service provider,6503.0,1,0.25,0.5556839520439116,21.7125,0.042449261992619926,0.25,0-1 Yr,-1.1994610341662895,0.7326768637227575,-0.07950913760736215,1.869606121262922
4140-WJAWW,Female,57,No,0,Los Angeles,90071,34.052917,-118.255178,0,5,,Yes,6.17,No,No,,0.0,,,,,,,,,Month-to-Month,No,Credit Card,19.85,108.05,0.0,0,30.85,138.9,Churned,Price,Long distance charges,21.0,1,0.2682926829268293,0.38971544128268093,3.3083333333333336,6.3136363636363635,0.4166666666666667,0-1 Yr,-1.1179542664698126,-1.4928270107150639,0.013507551344775798,-0.27972164345409234
4143-HHPMK,Male,46,No,0,Mission Hills,91345,34.266389,-118.459744,0,52,,Yes,48.13,No,Yes,Fiber Optic,12.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.6,0.0,90,2502.76,6931.36,Churned,Attitude,Attitude of support person,17112.0,1,0.4,0.5556839520439116,1.6103773584905658,0.4050347688891486,4.333333333333333,4+ Yrs,0.7974547743973954,0.6828521501159407,0.6832277118001685,-0.4780171700103996
4143-OOBWZ,Male,33,Yes,0,Fresno,93726,36.793601,-119.761131,0,5,Offer E,Yes,25.11,Yes,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,0.0,0,125.55,541.85,Churned,Attitude,Attitude of service provider,39148.0,1,0.2,0.5556839520439116,13.549999999999999,0.013840711129275334,0.4166666666666667,0-1 Yr,-1.1179542664698126,0.5483254233775351,-0.33375475407653893,0.916349818097735
4145-UQXUQ,Female,71,No,0,Berkeley,94710,37.872902,-122.303708,0,8,Offer E,Yes,42.93,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.1,729.95,0.0,0,343.44,1073.39,Churned,Competitor,Competitor had better devices,8157.0,1,0.2903225806451613,0.5556839520439116,10.233333333333333,0.13157514096592304,0.6666666666666666,0-1 Yr,-0.9956941149250972,0.9070633613466167,0.12552764986778056,0.5290134131362807
4146-SVFUD,Male,45,No,0,Modesto,95351,37.621458,-121.012295,0,1,,Yes,45.28,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.6,44.6,0.0,0,45.28,89.88,Joined,,,47536.0,0,0.4444444444444444,0.054600606673407485,22.3,0.0018907377411279634,0.08333333333333333,0-1 Yr,-1.2809678018627664,-0.670719236202585,0.9092238153283254,1.9382172181216724
4154-AQUGT,Male,76,Yes,0,San Diego,92130,32.957195,-117.202542,1,13,Offer D,Yes,1.47,No,Yes,Fiber Optic,5.0,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1169.35,0.0,0,19.11,1188.46,Churned,Competitor,Competitor made better offer,28201.0,1,0.6474820143884892,0.5556839520439116,6.360714285714286,0.042140982909013545,1.0833333333333333,1-2 Yrs,-0.7919271956839048,0.8057531103460891,1.9416520580648708,0.07675019513929199
4159-NAAIX,Female,24,No,0,Saratoga,95070,37.257772,-122.051824,0,63,,Yes,37.76,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,97.45,6253.0,0.0,0,2378.88,8631.88,Stayed,,,30589.0,0,0.0,0.5556839520439116,1.52265625,0.2821797973193854,5.25,4+ Yrs,1.2457419967280186,1.084771506544264,-1.3507372199532464,-0.4882616661315965
4163-HFTUK,Male,34,No,0,Oxnard,93033,34.156629,-119.117218,0,51,Offer B,Yes,29.33,No,No,,0.0,,,,,,,,,One Year,No,Bank Withdrawal,19.1,1007.8,0.0,0,1495.83,2503.63,Stayed,,,77791.0,0,0.25,0.5556839520439116,0.36730769230769234,0.032183643562320036,4.25,4+ Yrs,0.756701390549157,-1.5177393675184723,-0.07950913760736215,-0.6231888691910759
4163-KIUHY,Male,21,No,0,Los Angeles,90006,34.048013,-118.293953,0,35,,Yes,39.84,Yes,No,,0.0,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,0.0,0,1394.4,2295.65,Stayed,,,62784.0,0,0.2682926829268293,0.5556839520439116,0.7111111111111111,0.036563669666321574,2.9166666666666665,2-4 Yrs,0.10464724897734144,-1.3018322752222657,0.013507551344775798,-0.583037839969134
4163-NCJAK,Female,55,Yes,0,Palm Desert,92260,33.694501,-116.412711,9,46,Offer B,Yes,35.46,Yes,No,,0.0,,,,,,,,,One Year,Yes,Bank Withdrawal,24.45,1066.15,0.0,0,1631.16,2697.31,Stayed,,,29340.0,0,0.25,0.5556839520439116,0.5202127659574468,0.09192972291332947,3.8333333333333335,2-4 Yrs,0.5529344713079646,-1.3400312223208253,-0.07950913760736215,-0.6053318737555394
4174-LPGTI,Female,49,Yes,0,Beaumont,92223,33.946982,-116.977672,1,41,,Yes,32.02,No,Yes,DSL,28.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,66.5,2728.6,0.0,0,1312.82,4041.42,Churned,Other,Moved,17721.0,1,0.2,0.5556839520439116,1.5833333333333333,0.22804536734002934,3.4166666666666665,2-4 Yrs,0.34916755206677225,0.056721582456941776,-0.33375475407653893,-0.4811755023159543
4176-FXYBO,Male,35,Yes,0,Whittier,90603,33.945318,-117.992066,9,54,Offer B,Yes,49.9,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,109.55,6118.95,0.0,0,2694.6,8813.55,Stayed,,,19109.0,0,0.1724137931034483,0.5556839520439116,1.9918181818181817,0.4612009419152276,4.5,4+ Yrs,0.8789615420938723,1.4866908629725868,-0.47402819764573995,-0.43347066230791037
4176-RELJR,Male,73,No,0,Elmira,95625,38.349195,-121.902943,0,67,,Yes,14.69,Yes,No,,0.0,,,,,,,,,Two Year,No,Credit Card,25.1,1672.15,0.0,0,984.23,2656.38,Stayed,,,171.0,0,0.5,0.38971544128268093,0.36911764705882355,15.444069767441862,5.583333333333333,4+ Yrs,1.4087555321209724,-1.3184405130912047,1.1917189447385221,-0.6229774939047101
4177-JPDFU,Male,35,No,0,Redcrest,95569,40.363446,-123.835041,0,12,Offer D,No,0.0,,Yes,Cable,6.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.0,442.45,0.0,0,0.0,442.45,Stayed,,,400.0,0,0.0,0.38971544128268093,2.6153846153846154,1.103366583541147,1.0,0-1 Yr,-0.8326805795321434,-1.022813879024091,-1.3507372199532464,-0.3606475525695412
4178-EGMON,Male,30,Yes,0,Prather,93651,37.007238,-119.505661,9,70,,Yes,9.28,Yes,Yes,Fiber Optic,51.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,88.0,5986.45,0.0,0,649.6,6636.05,Stayed,,,1314.0,0,0.25,0.38971544128268093,1.2394366197183098,5.046425855513308,5.833333333333333,4+ Yrs,1.5310156836656879,0.7708758108213174,-0.07950913760736215,-0.5213374269580755
4182-BGSIQ,Female,46,Yes,1,Durham,95938,39.607831,-121.777959,6,10,Offer D,Yes,19.05,No,No,,0.0,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.8,196.75,0.0,0,190.5,387.25,Stayed,,,3524.0,0,0.0,0.5556839520439116,1.8,0.10985815602836879,0.8333333333333334,0-1 Yr,-0.9141873472286203,-1.4944878345019579,-1.3507372199532464,-0.4558721190772663
4183-MYFRB,Female,30,No,0,Los Angeles,90021,34.029043,-118.239504,0,21,Offer D,Yes,6.49,No,Yes,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,1862.9,0.0,30,136.29,2029.19,Stayed,,,3012.0,0,0.2682926829268293,0.5556839520439116,4.093181818181818,0.6734782608695652,1.75,1-2 Yrs,-0.4659001248979971,0.8389695860839671,0.013507551344775798,-0.1880632342398241
4183-WCSEP,Male,46,No,0,Weaverville,96093,40.759401,-122.939337,0,31,,Yes,34.38,No,Yes,Fiber Optic,20.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.45,2435.15,0.0,40,1065.78,3540.93,Churned,Price,Long distance charges,3749.0,1,0.5,0.5556839520439116,2.4515625,0.944248,2.5833333333333335,2-4 Yrs,-0.05836628641561243,0.4536584675245832,1.1917189447385221,-0.37977949303976954
4184-TJFAN,Female,68,Yes,0,Berkeley,94707,37.897753,-122.279391,1,3,Offer E,Yes,25.77,No,Yes,Fiber Optic,2.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,88.3,273.75,0.0,0,77.31,351.06,Churned,Attitude,Attitude of support person,11889.0,1,0.2903225806451613,0.054600606673407485,22.075,0.02952565180824222,0.25,0-1 Yr,-1.1994610341662895,0.7808407535426807,0.12552764986778056,1.9119406278353424
4184-VODJZ,Male,62,Yes,2,Forks Of Salmon,96031,41.232128,-123.194748,4,63,Offer B,Yes,48.62,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91.35,5764.7,18.78,0,3063.06,8808.98,Stayed,,,170.0,0,0.0,0.5556839520439116,1.42734375,51.51450292397661,5.25,4+ Yrs,1.2457419967280186,0.8821510045432083,-1.3507372199532464,-0.499392721739
4186-ZBUEW,Female,55,No,0,Compton,90221,33.885811,-118.206459,0,36,Offer C,Yes,29.27,Yes,Yes,DSL,9.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,70.7,2511.95,0.0,60,1053.72,3625.67,Stayed,,,51387.0,0,0.13333333333333333,0.38971544128268093,1.9108108108108108,0.07055479878570872,3.0,2-4 Yrs,0.1454006328255799,0.1962307805560292,-0.6727489093687749,-0.4429310956329477
4187-CINZD,Female,73,No,0,Lakewood,90712,33.840524,-118.148403,0,46,,Yes,6.13,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,95.25,4424.2,0.0,0,281.98,4706.18,Churned,Competitor,Competitor had better devices,30173.0,1,0.47058823529411764,0.38971544128268093,2.026595744680851,0.1559680519652681,3.8333333333333335,2-4 Yrs,0.5529344713079646,1.0116952599209323,1.0421626997566533,-0.4294091699945795
4188-FRABG,Male,36,Yes,0,Sunland,91040,34.282704,-118.312929,4,57,,Yes,31.79,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5925.75,0.0,0,1812.03,7737.78,Stayed,,,18752.0,0,0.2,0.5556839520439116,1.7767241379310343,0.4126155815069589,4.75,4+ Yrs,1.0012216936385878,1.2707837706763803,-0.33375475407653893,-0.45859038703792115
4188-PCPIG,Female,32,Yes,0,Valencia,91354,34.457005,-118.573726,1,57,Offer B,Yes,48.0,No,Yes,Cable,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.35,4124.65,0.0,0,2736.0,6860.65,Stayed,,,17846.0,0,0.3,0.38971544128268093,1.2129310344827586,0.38441474757662353,4.75,4+ Yrs,1.0012216936385878,0.18460501404777163,0.17473647886181462,-0.5244328776404487
